PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
3POT,2.6167,-20.00278587378899,Maximum number of iterations has been exceeded.,False,500,82283,327,21,12
3PWW,6.3524,-38.148593483900996,Maximum number of iterations has been exceeded.,False,500,78005,634,49,16
3PXF,4.21422,-65.61949278689096,Optimization terminated successfully.,True,197,30504,294,21,3
3PXQ,5.60076,-69.7709919516247,Optimization terminated successfully.,True,121,19216,307,21,3
3PXZ,3.95273,-68.06883025193791,Optimization terminated successfully.,True,236,36971,255,21,3
3PZH,6.02323,-86.55866766749088,Optimization terminated successfully.,True,51,8395,290,20,0
3Q3Y,7.23002,-70.76606182658702,Maximum number of iterations has been exceeded.,False,500,85356,630,38,15
3Q9X,6.18532,-100.81963263637877,Optimization terminated successfully.,True,69,11032,335,20,0
3QDD,4.94615,-65.67350629430274,Optimization terminated successfully.,True,80,13443,314,22,3
3RE4,4.47209,-66.78240982210654,Optimization terminated successfully.,True,56,9159,324,21,2
3RGA,6.86828,-86.11587282069597,Maximum number of iterations has been exceeded.,False,500,78093,389,24,11
3RI3,4.83378,-47.67465524989487,Optimization terminated successfully.,True,58,9179,265,20,0
3S3V,1.31422,-99.49801700969218,Optimization terminated successfully.,True,114,17962,325,21,5
3S43,7.82161,-62.29457697670858,Maximum number of iterations has been exceeded.,False,500,77712,437,35,13
3S56,8.11349,-60.27575306774767,Maximum number of iterations has been exceeded.,False,500,78327,583,49,16
3S7O,9.73988,-109.22891693086183,Optimization terminated successfully.,True,266,43101,724,43,11
3S7P,9.52898,-117.95761526236652,Optimization terminated successfully.,True,234,36140,771,43,13
3S7Q,9.08416,-119.51013209230243,Optimization terminated successfully.,True,260,41652,701,43,13
3S91,4.91166,-50.3921183584024,Maximum number of iterations has been exceeded.,False,500,78006,330,31,5
3S95,5.9253,-37.64594664012476,Optimization terminated successfully.,True,106,16453,381,35,2
3SLH,5.9407,-50.571255562053615,Optimization terminated successfully.,True,90,14283,301,16,3
3SM2,8.55179,-37.41346701397627,Maximum number of iterations has been exceeded.,False,500,76872,512,35,13
3SQG,3.11911,-27.54049374152899,Maximum number of iterations has been exceeded.,False,500,82492,305,21,12
3SXR,5.61358,-60.37481736946966,Optimization terminated successfully.,True,451,70568,385,33,8
3SXS,0.69129,-69.65979487718869,Optimization terminated successfully.,True,85,13711,267,21,2
3SZL,12.5637,-4.0620382706505715,Maximum number of iterations has been exceeded.,False,500,78429,134,15,6
3SZO,11.6887,-3.7335706466464296,Maximum number of iterations has been exceeded.,False,500,78429,151,15,6
3SZU,9.85439,-4.550364609238811,Optimization terminated successfully.,True,318,50037,78,15,6
3T0F,3.75284,-30.558611048446465,Optimization terminated successfully.,True,240,38272,193,15,6
3TL9,7.34811,-58.917391031818,Maximum number of iterations has been exceeded.,False,500,78005,588,49,16
3TNZ,3.85284,-32.15219264228361,Optimization terminated successfully.,True,87,13844,242,14,3
3TUH,3.62584,-64.98308906817138,Optimization terminated successfully.,True,100,15663,438,27,3
3TVQ,6.97135,-62.71729866233976,Optimization terminated successfully.,True,99,16008,308,22,1
3TZF,6.2864,-54.84907801195768,Optimization terminated successfully.,True,143,22671,254,17,2
3U04,6.51529,-64.55459554212781,Maximum number of iterations has been exceeded.,False,500,83751,414,27,14
3UGC,2.5395,-69.73167385887254,Maximum number of iterations has been exceeded.,False,500,82523,550,41,10
3UH2,3.06144,-51.14569981252652,Optimization terminated successfully.,True,311,47031,336,22,4
3UR9,4.13611,-57.051516348420705,Maximum number of iterations has been exceeded.,False,500,77031,370,23,11
3UT6,2.84755,-90.97002448625432,Optimization terminated successfully.,True,75,12605,304,19,2
3UWB,6.0574,-64.74992231987584,Maximum number of iterations has been exceeded.,False,500,81189,463,27,14
3UWP,3.28956,-76.66135099069855,Optimization terminated successfully.,True,74,12066,333,20,2
3VC2,2.79048,-65.2601736405541,Maximum number of iterations has been exceeded.,False,500,80517,295,19,10
3VT3,9.78961,-63.13470008026586,Optimization terminated successfully.,True,231,36465,377,30,6
3VT7,2.80584,-63.8205510219929,Optimization terminated successfully.,True,303,47697,456,30,6
3VVH,1.00968,-75.61110012568676,Optimization terminated successfully.,True,181,29348,341,26,8
3W5P,5.71981,-46.795984325466435,Optimization terminated successfully.,True,190,29453,394,27,4
3ZEW,5.3415,-63.431407560134694,Optimization terminated successfully.,True,80,12798,359,35,2
3ZMC,3.85401,-69.07856754581162,Maximum number of iterations has been exceeded.,False,500,77964,274,19,8
3ZOU,4.669,-79.39246265341735,Optimization terminated successfully.,True,458,71691,329,19,8
3ZYU,5.35102,-44.21013040993131,Optimization terminated successfully.,True,274,42815,380,31,3
4A7A,8.30964,-36.887300657169334,Optimization terminated successfully.,True,493,78494,322,19,6
4A87,0.389423,-65.08109506782188,Optimization terminated successfully.,True,86,13566,282,20,1
4A8V,6.12675,-98.20254348749042,Optimization terminated successfully.,True,143,23042,474,21,3
4AL1,8.92399,-32.46396893623326,Maximum number of iterations has been exceeded.,False,500,77637,449,35,16
4ALG,7.13282,-38.88726353475822,Optimization terminated successfully.,True,183,28652,352,31,3
4B1U,7.37617,-44.77781883419665,Optimization terminated successfully.,True,114,18582,381,27,1
4B1V,6.18098,-57.670617569869805,Optimization terminated successfully.,True,129,20548,478,27,1
4B1W,2.93029,-52.48646671274631,Optimization terminated successfully.,True,87,13720,388,27,1
4B1X,4.87751,-48.8785106646562,Optimization terminated successfully.,True,81,13084,403,27,1
4B1Y,2.93572,-51.0257739130148,Optimization terminated successfully.,True,82,12950,420,27,1
4B7J,1.45409,-46.72374705866798,Optimization terminated successfully.,True,213,34868,220,20,7
4BF2,0.659929,-43.985488908478935,Optimization terminated successfully.,True,89,13869,331,35,2
4BJH,5.19742,-38.08449967026743,Optimization terminated successfully.,True,303,48222,266,16,7
4BZ6,3.54733,-81.93874169818739,Maximum number of iterations has been exceeded.,False,500,81146,298,19,10
4C34,1.89791,-49.00118192679854,Optimization terminated successfully.,True,90,14021,355,35,2
4C3Y,4.28113,-29.318426542850688,Optimization terminated successfully.,True,82,12954,255,21,0
4C4A,2.83703,-64.51439480910774,Optimization terminated successfully.,True,327,51441,230,17,6
4CQH,7.40644,-94.1149981014801,Maximum number of iterations has been exceeded.,False,500,77552,970,43,13
4D06,14.6223,-8.712458390405619,Optimization terminated successfully.,True,177,27580,262,20,1
4D7M,6.60961,-54.477128864425644,Optimization terminated successfully.,True,68,10983,462,31,2
4D7N,4.33761,-48.638960549605116,Optimization terminated successfully.,True,83,13236,431,31,2
4D9M,4.87913,-60.195922947080746,Optimization terminated successfully.,True,266,42861,333,21,6
4DCD,6.03237,-64.38699827575641,Maximum number of iterations has been exceeded.,False,500,77672,466,29,13
4DET,1.55349,-48.948982436990484,Optimization terminated successfully.,True,100,16202,231,21,1
4DEU,3.16496,-46.7806278617841,Optimization terminated successfully.,True,122,19542,358,20,1
4E9B,3.76697,-51.25408458859776,Maximum number of iterations has been exceeded.,False,500,80601,342,27,14
4EAR,5.80446,-72.89198779245308,Optimization terminated successfully.,True,80,12953,365,20,3
4EB8,2.8797,-72.16384156256515,Optimization terminated successfully.,True,97,15594,290,20,3
4ER6,6.39759,-75.94884090478062,Maximum number of iterations has been exceeded.,False,500,82625,558,40,12
4ERW,1.85728,-59.964698405633946,Optimization terminated successfully.,True,87,13565,281,35,2
4EYF,5.34876,-57.30065697918252,Optimization terminated successfully.,True,307,49000,369,24,7
4F04,4.18703,-34.290856096562806,Optimization terminated successfully.,True,349,55398,265,16,7
4FK7,4.91579,-35.35497917476141,Optimization terminated successfully.,True,63,10293,282,16,0
4FLP,3.99423,-55.91035229545696,Optimization terminated successfully.,True,383,59388,382,31,5
4FR4,7.40291,-44.742639549294616,Optimization terminated successfully.,True,77,12153,475,35,2
4GAA,4.57168,-60.83066431328318,Optimization terminated successfully.,True,366,56954,346,22,9
4GBD,2.30809,-63.182542520834645,Optimization terminated successfully.,True,76,12291,355,21,3
4GMX,6.95502,-67.54164339825738,Optimization terminated successfully.,True,251,40008,357,25,8
4HG7,6.80001,-68.60517242004357,Optimization terminated successfully.,True,321,51313,444,40,8
4HPJ,8.03848,-102.10469292387955,Optimization terminated successfully.,True,120,18949,396,22,8
4HPX,7.32774,-101.13068839886849,Optimization terminated successfully.,True,84,14365,375,22,8
4HQV,3.32607,-55.444949627720234,Optimization terminated successfully.,True,55,8792,177,13,1
4HSH,2.97762,-39.443598933052264,Optimization terminated successfully.,True,72,11692,150,12,0
4HT0,0.972999,-66.11843318524427,Optimization terminated successfully.,True,96,15391,319,23,3
4HT2,1.04158,-58.730131664288,Optimization terminated successfully.,True,228,35767,260,23,3
4HT3,7.40336,-102.10335971491583,Optimization terminated successfully.,True,93,14791,387,22,8
4HVC,2.90902,-100.61474690296326,Optimization terminated successfully.,True,274,41866,399,24,4
4HVX,0.489452,-84.45469689326592,Optimization terminated successfully.,True,63,10504,219,13,1
4ID1,4.68493,-33.30509059464845,Optimization terminated successfully.,True,184,29102,326,30,5
4IJG,5.80577,-72.11985650021622,Optimization terminated successfully.,True,319,50620,677,43,13
4IYO,6.67426,-89.2041735867754,Optimization terminated successfully.,True,156,25259,390,21,6
4J3E,7.25423,-60.43423657739315,Maximum number of iterations has been exceeded.,False,500,77469,406,40,8
4J6C,7.2454,-31.59684470692263,Optimization terminated successfully.,True,66,10750,319,23,1
4K7T,6.75492,-31.030381708190518,Optimization terminated successfully.,True,338,52521,405,19,8
4KCX,7.34404,-36.69404093678283,Maximum number of iterations has been exceeded.,False,500,78450,363,29,7
4KD1,1.93185,-79.84468898830616,Optimization terminated successfully.,True,442,69612,428,29,7
4KFA,7.12964,-49.4450281514,Optimization terminated successfully.,True,178,27675,347,16,4
4KGV,3.76086,-43.77565835347839,Optimization terminated successfully.,True,343,54756,272,16,7
4KGX,3.41809,-38.807465611451676,Maximum number of iterations has been exceeded.,False,500,79164,286,16,7
4KGZ,3.7591,-41.70488463804166,Optimization terminated successfully.,True,456,72076,245,16,7
4KH0,3.48898,-40.03420966420023,Maximum number of iterations has been exceeded.,False,500,79710,268,16,7
4KH1,3.04164,-41.054459274407265,Maximum number of iterations has been exceeded.,False,500,78450,257,16,7
4KKX,7.42105,-87.15417509605359,Optimization terminated successfully.,True,156,25798,381,21,5
4KNN,2.64324,-75.41791496222916,Optimization terminated successfully.,True,293,46128,287,21,5
4KP5,1.15541,-107.62311693561175,Optimization terminated successfully.,True,411,65236,239,21,5
4KPD,5.93065,-31.545344653248797,Optimization terminated successfully.,True,295,44818,291,17,4
4KQO,7.70423,-59.24580634013138,Maximum number of iterations has been exceeded.,False,500,78147,506,36,11
4KQS,6.59081,-42.07103936246363,Optimization terminated successfully.,True,231,35394,341,17,4
4L1W,6.64976,-34.957922009323184,Optimization terminated successfully.,True,140,22018,264,23,1
4L1X,3.33339,-42.771552154211626,Optimization terminated successfully.,True,67,10896,291,23,1
4L5A,2.90151,-69.19525146280873,Optimization terminated successfully.,True,59,9750,254,19,2
4L9P,6.7569,-73.44467491554477,Maximum number of iterations has been exceeded.,False,500,80601,363,24,14
4LA7,6.34531,-46.21343301773723,Optimization terminated successfully.,True,333,52377,434,26,6
4LUF,7.0129,-62.2426322932428,Maximum number of iterations has been exceeded.,False,500,81333,268,17,10
4LUT,2.05792,-45.56762256077832,Optimization terminated successfully.,True,94,14745,324,22,3
4LXZ,7.81942,-65.67144897536829,Maximum number of iterations has been exceeded.,False,500,82591,394,19,10
4M7Y,9.64187,-36.26190309802694,Maximum number of iterations has been exceeded.,False,500,81609,268,24,14
4MG7,5.75051,-41.74734709109529,Optimization terminated successfully.,True,220,33381,362,26,4
4MRX,8.25165,-70.16550088459287,Maximum number of iterations has been exceeded.,False,500,79469,438,34,6
4MVF,5.89642,-59.195201749236034,Optimization terminated successfully.,True,125,19341,388,35,2
4N1F,7.12262,-109.10501832594312,Optimization terminated successfully.,True,353,56056,528,34,6
4N9U,5.68176,-40.66602027237439,Optimization terminated successfully.,True,208,32109,244,17,4
4NDN,3.63279,-29.06904325841379,Optimization terminated successfully.,True,391,59163,225,13,4
4NH7,3.07032,-83.19753393400799,Optimization terminated successfully.,True,123,19936,420,33,5
4NKE,6.42648,-55.913016157593006,Optimization terminated successfully.,True,172,26181,353,17,4
4NNS,4.20419,-41.39004648163133,Optimization terminated successfully.,True,126,19864,300,19,4
4NQG,7.21879,-104.97614562977682,Optimization terminated successfully.,True,401,64103,541,34,6
4NUA,6.37777,-43.18010048828255,Optimization terminated successfully.,True,296,45837,358,17,4
4OEZ,2.86909,-43.16866668913639,Optimization terminated successfully.,True,54,8397,275,21,0
4OUC,4.59508,-49.61037055496085,Optimization terminated successfully.,True,126,19493,251,20,2
4PJT,4.28827,-42.956885639072496,Optimization terminated successfully.,True,106,17047,326,28,2
4PKL,4.2662,-46.35896171531685,Optimization terminated successfully.,True,180,28453,405,31,3
4Q07,5.10063,-79.63369144651912,Optimization terminated successfully.,True,117,19136,357,28,6
4Q09,5.63837,-89.59363674522069,Optimization terminated successfully.,True,170,27794,335,28,6
4Q0A,11.4429,-61.2771960596946,Optimization terminated successfully.,True,126,19402,348,27,4
4Q0H,9.37902,-115.27039502108286,Optimization terminated successfully.,True,175,28911,790,43,12
4Q0I,7.99755,-98.37439464407149,Optimization terminated successfully.,True,315,51001,916,43,14
4Q15,2.17529,-64.8996459000627,Optimization terminated successfully.,True,253,38870,351,24,4
4Q23,7.06752,-45.13099809540811,Optimization terminated successfully.,True,308,47428,355,17,4
4Q4E,6.28208,-53.07931241909159,Maximum number of iterations has been exceeded.,False,500,81609,437,27,14
4Q5M,6.30196,-76.67995045199774,Maximum number of iterations has been exceeded.,False,500,78419,526,49,16
4Q7F,4.24566,-73.99256895386478,Optimization terminated successfully.,True,58,9157,334,18,2
4QA0,6.65402,-91.796238547444,Maximum number of iterations has been exceeded.,False,500,81792,370,19,10
4QA2,7.26015,-96.31199512873653,Maximum number of iterations has been exceeded.,False,500,81792,361,19,10
4QBX,6.20013,-113.13157521866441,Optimization terminated successfully.,True,226,36173,486,25,8
4QIY,3.48774,-83.83192784463711,Optimization terminated successfully.,True,369,55836,491,35,9
4QIZ,4.6206,-125.69467655376414,Optimization terminated successfully.,True,420,64270,440,35,9
4QJ0,4.1138,-90.01537499996842,Maximum number of iterations has been exceeded.,False,500,77342,446,35,9
4QMS,3.35444,-45.4109653276564,Maximum number of iterations has been exceeded.,False,500,77739,497,33,8
