ID,HET,SMILES
1bkf_fk5_lig,fk5,CCC[C@@H]1CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)[C@@H](O)[C@@H](O)N2CCCC[C@H]2[C@H](O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)[C@H](C)[C@@H](O)C[C@@H]1O
1bkm_1c5_lig,1c5,C[C@@H](O)N[C@@H](CC1CCC(O[PH](O)(O)O)CC1)C(O)N[C@@H](CCC(O)O)C(O)N[C@H](CCC1CCCCC1)[C@H](N)O
1bkw_phb_lig,phb,OC1CCC(C(O)O)CC1
1bky_1mc_lig,1mc,CN1CCC(N)NC1O
1bl4_ap1_lig,ap1,CC[C@@H](C1CC(OC)C(OC)C(OC)C1)C(O)N1CCCC[C@H]1C(O)O[C@H](CCC1CCC(OC)C(OC)C1)C1CCCC(OCC(O)O)C1
1bma_0qh_lig,0qh,CC(C)C[C@H](NC(O)C(F)(F)F)[C@@H](O)N[N@+](C)(CC1CCCCC1)CC(O)NC1CCC(C(C)C)CC1
1bn3_al6_lig,al6,COC1CCC[C@H](N2CC[C@H]3CC(S(N)(O)O)SC3S2(O)O)C1
1bnm_al8_lig,al8,CN[C@H]1CN(C2CCCC(OC)C2)S(O)(O)[C@@H]2SC(S(N)(O)O)C[C@H]12
1bnn_al1_lig,al1,COC1CCC[C@@H](N2CCC3CC(S(N)(O)O)SC3S2(O)O)C1
1bnt_al2_lig,al2,COC1CCC(N2C[C@H](O)C3CC(S(N)(O)O)S[C@H]3S2(O)O)CC1
1boz_prd_lig,prd,COC1CCC(OC)C(CN(C)C2CNC3NC(N)NC(N)C3C2)C1
1bp6_ump_lig,ump,OC1CCN([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O)O2)C(O)N1
1bpe_dtp_lig,dtp,NC1NCNC2C1NCN2[C@H]1C[C@H](O)[C@@H](COP2(O)(O)OP2(O)(O)O[PH](O)(O)O)O1
1bpj_ump_lig,ump,OC1CCN([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O)O2)C(O)N1
1bpy_dct_lig,dct,NC1CCN([C@H]2CC[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O2)C(O)N1
1bq3_ihp_lig,ihp,O[PH](O)(O)O[C@H]1[C@@H](O[PH](O)(O)O)[C@@H](O[PH](O)(O)O)[C@@H](O[PH](O)(O)O)[C@@H](O[PH](O)(O)O)[C@@H]1O[PH](O)(O)O
1bq4_bhc_lig,bhc,OC(O)C1C(C(O)O)[C@H](C(O)O)C(C(O)O)C(C(O)O)[C@@H]1C(O)O
1bq6_coa_lig,coa,CC(C)(CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CN[C@@H]3[C@H]2NCN[C@@H]3N)[C@@H](O)[C@@H]1O[PH](O)(O)O)[C@@H](O)[C@@H](O)NCC[C@@H](O)NCCS
1bqi_sba_lig,sba,COC[C@@H](O)[C@H](CC(C)C)NC(O)[C@H](CC(C)C)NC(O)OCC1CCCCC1
1bqm_hby_lig,hby,COC1CCC2N[C@@H](S)[C@H](CSC)N(C(O)OC(C)C)[C@H]2C1
1bqo_n25_lig,n25,CO[C@H]1CC[C@@H](S(O)(O)N2CC(C)(C)CN(S(O)(O)[C@H]3CC[C@@H](OC)CC3)C2C(O)NO)CC1
1br5_neo_lig,neo,N[C@@H]1NC2NCC([C@@H](O)[C@H](O)CO)NC2[C@H](O)N1
1br6_pt1_lig,pt1,N[C@H]1NC(O)C2N[C@@H](CNC3CCC(C(O)O)CC3)CNC2N1
1bra_ben_lig,ben,NC(N)C1CCCCC1
1bs1_adp_lig,adp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
1bs4_2pe_lig,2pe,OCCOCCOCCOCCOCCOCCOCCOCCOCCO
1bsj_mln_lig,mln,CCCC[C@H](OP(O)O)C(O)N[C@@H](CC(C)C)C(O)NC1CCC(N(O)O)CC1
1bso_brc_lig,brc,OC(O)CCCCCCCCCCCBr
1bug_urs_lig,urs,NC(S)NC1CCCCC1
1bup_adp_lig,adp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
1bux_pps_lig,pps,N[C@H]1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)OS(O)(O)O)[C@@H](O[PH](O)(O)O)[C@H]1O
1bv7_xv6_lig,xv6,OC(N[C@H]1NCCS1)C1CCCC(CN2C(O)N(CC3CCCC(C(O)N[C@@H]4NCCS4)C3)[C@H](CC3CCCCC3)[C@H](O)[C@@H](O)[C@H]2CC2CCCCC2)C1
1bv9_xv6_lig,xv6,OC(NC1NCCS1)C1CCCC(CN2C(O)N(CC3CCCC(C(O)NC4NCCS4)C3)[C@H](CC3CCCCC3)[C@H](O)[C@@H](O)[C@H]2CC2CCCCC2)C1
1bvc_bla_lig,bla,CCC1C(C)C(CC2N[C@@H](C[C@@H]3NC(CC4N[C@@H](O)[C@H](C)[C@@H]4CC)[C@@H](C)[C@@H]3CCC(O)O)C(CCC(O)O)C2C)N[C@H]1O
1bvr_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
1bvr_tht_lig,tht,CCCCCCCCCCCCCCCC(=O)SCCNC(C)=O
1bw9_ppy_lig,ppy,OC(O)[C@H](O)CC1CCCCC1
1bwa_xv6_lig,xv6,OC(N[C@H]1NCCS1)C1CCCC(CN2C(O)N(CC3CCC[C@H](C(O)NC4NCCS4)C3)[C@H](CC3CCCCC3)[C@H](O)[C@@H](O)[C@H]2CC2CCCCC2)C1
1bwb_146_lig,146,OC(NC1NC2CCCCC2N1)C1CCC[C@@H](CN2C(O)N(C[C@@H]3CCCC(C(O)NC4NC5CCCCC5N4)C3)[C@H](CC3CCCCC3)[C@H](O)[C@@H](O)[C@H]2CC2CCCCC2)C1
1bwf_atf_lig,atf,NC1NCNC2[C@@H]1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)C(F)(F)[PH](O)(O)O)[C@@H](O)[C@H]1O
1bwk_fmn_lig,fmn,CC1CC2NC3C(NC(O)N[C@@H]3O)N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)C2CC1C
1bwl_fmn_lig,fmn,CC1CC2NC3C(N[C@@H](O)N[C@@H]3O)N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)C2CC1C
1bwn_4ip_lig,4ip,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
1bwv_cap_lig,cap,OC(O)[C@@](O)(CO[PH](O)(O)O)[C@H](O)[C@H](O)CO[PH](O)(O)O
1bx4_adn_lig,adn,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
1bx6_ba1_lig,ba1,OC1CCC([C@H](O)N[C@@H]2CNCCC[C@H]2O[C@@H](O)[C@H]2CC(O)[C@@H]([C@@H](O)[C@@H]3C(O)CCCC3C(O)O)C(O)C2)CC1
1bxg_hci_lig,hci,OC(O)CCC1CCCCC1
1bxm_erg_lig,erg,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1bxo_pp7_lig,pp7,COC(O)[C@@H]1CC2CCC[C@@H](CN[C@@H](O)C[C@H](NC(O)[C@@H](N[C@H](O)CC(C)C)C(C)C)C(O)N[C@@H](CC(C)C)[PH](O)(O)O1)C2
1bxq_pp8_lig,pp8,CO[C@@H](O)[C@H](CC1CCCCC1)O[PH](O)(O)[C@H](CC(C)C)NC(O)[C@H](CC(N)O)NC(O)[C@@H](N[C@H](O)CC(C)C)C(C)C
1by3_oes_lig,oes,CCCCCCCC[S@@](=O)CCO
1bye_ata_lig,ata,CCN[C@H]1NC(NC(C)C)N[C@@H](SC[C@H](N[C@H](O)CC[C@H](N)C(O)O)[C@@H](O)NCC(O)O)N1
1byu_gdp_lig,gdp,NC1NC2C(NCN2[C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)[C@@H](O)N1
1bzc_tpi_lig,tpi,NC(O)[C@H](CCC(O)O)NC(O)C1CCC2C[C@@H](C(F)(F)[PH](O)(O)O)CCC2C1
1bzj_pic_lig,pic,OC(O)C1CCC2CC(C(F)(F)[PH](O)(O)O)CCC2C1
1bzl_gcg_lig,gcg,N[C@@H](CCC(=O)N[C@H]1CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCCCNCCCCNC(=O)CNC1=O)C(=O)O
1bzm_mzm_lig,mzm,CC(O)N[C@@H]1S[C@H](S(N)(O)O)NN1C
1bzs_bsi_lig,bsi,OC(O)[C@H]1CC2CCCCC2CN1S(O)(O)[C@H]1CC[C@@H](C2CCCCC2)CC1
1bzy_imu_lig,imu,NC1NC(O)C2NCC([C@@H]3N[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
1c0t_bm1_lig,bm1,CC1CCCC([C@]23SCCN2C(O)C2CCCC[C@@H]23)C1
1c0u_bm5_lig,bm5,COC(O)[C@@H]1CS[C@]2(C3CCCCC3)[C@H]3CCCCC3C(O)N12
1c1b_gca_lig,gca,CCOCN1C(O)NC(O)[C@H](C(C)C)C1CC1CC(C)CC(C)C1
1c1c_612_lig,612,CCOCN1C(O)NC(O)[C@H](C(C)C)[C@H]1SC1CCCCC1
1c1h_mmp_lig,mmp,CC[C@@H]1C2CC3NC(CC4NC(C[C@@H]5C(C)[C@@H](CC)C(CC(N2)C1C)N5C)C(C)[C@H]4CCC(O)O)C(CCC(O)O)C3C
1c1x_hfa_lig,hfa,OC(O)[C@@H](O)CC1CCCCC1
1c22_mf3_lig,mf3,N[C@@H](CCSC(F)(F)F)C(O)O
1c23_mph_lig,mph,CSCC[C@H](N)[PH](O)(O)O
1c24_mpj_lig,mpj,CSCC[C@H](N)P(O)O
1c29_he1_lig,he1,OC1CCCCC1SCCCC[PH](O)(O)O
1c2t_gar_lig,gar,NCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1c2t_nhs_lig,nhs,NC1NC(O)[C@@H]2CC(C[C@H](C(O)O)C3CCC(C(O)N[C@@H](CCC(O)O)C(O)O)CC3)CC[C@H]2N1
1c3e_gar_lig,gar,NCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1c3e_nhr_lig,nhr,NC1NC(O)C2CC(C[C@@H](C(O)O)C3CCC(C(O)N[C@@H](CCC(O)O)C(O)O)CC3)CCC2N1
1c3i_tr1_lig,tr1,COC(O)[C@@H](NC(O)CNC(O)[C@H](CS)NCC1CCC(C2CCCCC2)CC1)C(C)C
1c3q_tze_lig,tze,Cc1ncsc1CCO
1c50_chi_lig,chi,O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1
1c5w_esi_lig,esi,NC(N)C1CC2C(I)CCCC2S1
1c5y_esp_lig,esp,NC(N)C1CC2CCCNC2S1
1c72_epy_lig,epy,N[C@@H](CCC(O)N[C@@H](CS[C@H](CO)COC1CCC(N(O)O)CC1)[C@@H](O)NCC(O)O)C(O)O
1c7z_g3h_lig,g3h,OC[C@@H](O)CO[PH](O)(O)O
1c80_gtp_lig,gtp,NC1NC(O)C2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
1c81_fdq_lig,fdq,O[C@H]1[C@H](O)[C@@H](CO[PH](O)(O)O)O[C@H]1C[PH](O)(O)O
1c83_oai_lig,oai,OC(O)C1C[C@H]2CCNC2CC1N[C@H](O)C(O)O
1c84_761_lig,761,OC(O)C(O)N[C@H]1C[C@H]2CCCCC2C[C@@H]1C(O)O
1c85_oba_lig,oba,OC(O)C1CCCCC1N[C@H](O)C(O)O
1c86_opa_lig,opa,OC(O)C(O)N[C@@H]1SC2COCCC2[C@H]1C(O)O
1c88_ota_lig,ota,OC(O)[C@@H]1C(N[C@H](O)C(O)O)S[C@@H]2CNCC[C@@H]12
1c8l_bin_lig,bin,CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O
1c8t_tr1_lig,tr1,CO[C@H](O)[C@@H](NC(O)CN[C@@H](O)[C@H](CS)NCC1CCC(C2CCCCC2)CC1)C(C)C
1c97_ict_lig,ict,OC(O)C[C@H](C(O)O)[C@@H](O)C(O)O
1c9c_pp3_lig,pp3,CC1NCC(CO[PH](O)(O)O)C(CN[C@@H](C)C(O)O)C1O
1c9d_hf1_lig,hf1,OC1CCC(F)CC1SCCCC[PH](O)(O)O
1c9e_mp1_lig,mp1,CCC1C(C)C2CC3C(CC)C(C)[C@H]4CC5[C@@H](C)C(CCC(O)O)[C@H]6CC7[C@@H](CCC(O)O)[C@@H](C)C8CC1[N]2[Cu@OH1]1([CH2][N@+]341)([N]78)[N]56
1c9y_cp_lig,cp,NC(O)O[PH](O)(O)O
1c9y_nva_lig,nva,CCC[C@H](N)C(O)O
1ca7_eno_lig,eno,OC1CCC(CC(O)C(O)O)CC1
1caq_dps_lig,dps,OC(O)[C@H](CC1CNC2CCCC[C@H]12)NS(O)(O)[C@H]1CC[C@@H](N2CCC(C3CCCCC3)CC2)CC1
1cb0_ade_lig,ade,NC1NCNC2NCNC12
1cbq_re9_lig,re9,CC(CCC[C@]1(C)CC2C(CCCC2(C)C)C1C)CC(O)O
1cbr_rea_lig,rea,CC(CCCC(C)CC(O)O)CC[C@@H]1[C@@H](C)CCCC1(C)C
1cbx_bzs_lig,bzs,OC(O)C[C@@H](CC1CCCCC1)C(O)O
1cci_dmi_lig,dmi,CC1NCCN1C
1cde_dzf_lig,dzf,N[C@@H]1NC(O)[C@H]2C[C@H](CNC3CCC(C(O)N[C@@H](CCC(O)O)C(O)O)CC3)CNC2N1
1cde_gar_lig,gar,NCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1cea_aca_lig,aca,NCCCCCC(O)O
1ceb_amh_lig,amh,NC[C@H]1CC[C@H](C(O)O)CC1
1cel_ibz_lig,ibz,SCc1ccccc1I
1cet_clq_lig,clq,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12
1cg1_gdp_lig,gdp,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1cg1_hda_lig,hda,OCN(O)CC(O)O
1cg1_imo_lig,imo,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(OP(=O)(O)O)ncnc32)[C@H](O)[C@@H]1O
1cg3_gdp_lig,gdp,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1cg3_hda_lig,hda,OCN(O)CC(O)O
1cg3_imo_lig,imo,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(OP(=O)(O)O)ncnc32)[C@H](O)[C@@H]1O
1cg4_gdp_lig,gdp,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1cg4_imo_lig,imo,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(OP(=O)(O)O)ncnc32)[C@H](O)[C@@H]1O
1cg6_mta_lig,mta,CSC[C@H]1O[C@@H](N2CNC3C(N)NCNC32)[C@H](O)[C@@H]1O
1cgk_nar_lig,nar,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
1cgl_0ed_lig,0ed,CC(C)C[C@H](N[C@H](CCNC(O)OCC1CCCCC1)C(O)O)C(O)N[C@@H](CC1CCCCC1)[C@H](O)NCCN1CCOCC1
1cgz_stl_lig,stl,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
1ch8_gpx_lig,gpx,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@H]3O[P@](=O)(O)O[C@H]32)c(=O)[nH]1
1chw_hxc_lig,hxc,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@]12O[C@@H](n3cnc4c(N)ncnc43)[C@]1(O)[C@@H]2OP(=O)(O)O
1ci7_cb3_lig,cb3,CCCN(C[C@H]1CCC2NC(N)NC(O)C2C1)C1CCC(C(O)N[C@H](CCC(O)O)C(O)O)CC1
1cip_gnp_lig,gnp,N[C@H]1NC(O)[C@H]2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)N[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
1cj1_c78_lig,c78,NC1CCC[C@H](COC(O)N[C@@H](CC2CCC(O[PH](O)(O)O)CC2)C(O)NC2(C(O)N[C@@H]3CCCC[C@@H]3C(N)O)CCCCC2)C1
1cjb_irp_lig,irp,OC1NCNC2C1NCC2[C@@H]1N[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
1cjf_hom_lig,hom,CC1C(CCO)C(O)OC2CC(O)CCC21
1cjk_tat_lig,tat,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(S)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
1cjp_mug_lig,mug,CC1CC(O)OC2CC(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CCC12
1cjt_dad_lig,dad,N[C@H]1NCNC2C1NCN2[C@@H]1CC[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O1
1ck6_sha_lig,sha,ONC(O)C1CCCCC1O
1cl2_ppg_lig,ppg,CC1NC[C@H](CO[PH](O)(O)O)[C@H](CN[C@@H](CCOCCN)C(O)O)C1O
1cla_clm_lig,clm,OC[C@@H](NC(O)C(Cl)Cl)[C@H](O)C1CCC(N(O)O)CC1
1cm8_anp_lig,anp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)N[PH](O)(O)O)[C@@H](O)[C@H]1O
1cml_mlc_lig,mlc,CC(C)(CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CN[C@H]3[C@H](N)NCN[C@H]32)[C@H](O)[C@@H]1O[PH](O)(O)O)[C@@H](O)[C@@H](O)NCC[C@@H](O)NCCS[C@@H](O)CC(O)O
1cmp_dmi_lig,dmi,C[C@@H]1NCCN1C
1cnq_f6p_lig,f6p,O=P(O)(O)OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O
1cnw_eg1_lig,eg1,NCC(O)NCCOCCOCCNC(O)C1CCC(S(N)(O)O)CC1
1cny_eg3_lig,eg3,N[C@@H](Cc1ccccc1)C(=O)NCCOCCOCCNC(=O)c1ccc(S(N)(=O)=O)cc1
1com_pre_lig,pre,OC(O)C(O)C[C@]1(C(O)O)CC[C@@H](O)CC1
1coy_and_lig,and,C[C@]12CC[C@H](O)CC1CC[C@@H]1[C@@H]2CC[C@]2(C)C(O)CC[C@@H]12
1cp4_bnz_lig,bnz,C1CCCCC1
1cp6_bub_lig,bub,CCCB(O)O
1cps_cpm_lig,cpm,CS(N)(N)C[C@@H](CC1CCCCC1)C(O)O
1cq1_pqq_lig,pqq,OC(O)C1CC2C(O)C(O)C3N[C@@H](C(O)O)CC(C(O)O)C3C2N1
1cq6_py4_lig,py4,CC[C@@H](NCC1C(CO[PH](O)(O)O)CNC(C)C1O)C(O)O
1cq7_py5_lig,py5,CCC[C@H](NCC1C(CO[PH](O)(O)O)CNC(C)C1O)C(O)O
1cq8_py6_lig,py6,CCCC[C@H](NCC1C(CO[PH](O)(O)O)CNC(C)C1O)C(O)O
1cqp_803_lig,803,CC[C@H](C)C(O)O[C@H]1C[C@@H](C)CC2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O)O3)[C@H]21
1cqs_equ_lig,equ,C[C@]12CCC3C4CCC(O)CC4CCC3[C@@H]1CCC2O
1cqx_dgg_lig,dgg,CCCCCCCCCCCCCCC[C@H](O)OC[C@H](CO[PH](O)(O)O)O[C@H](O)CCCCCCC[C@H]1C[C@H]1CCCCCC
1cr6_cpu_lig,cpu,OC(NCCCC1CCCCC1)NC1CCCCC1
1cs4_101_lig,101,NC1NCNC2C1NCN2[C@H]1C[C@H](O[PH](O)(O)O)[C@@H](CO)O1
1csn_atp_lig,atp,N[C@H]1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
1ctt_dhz_lig,dhz,OC[C@H]1O[C@@H](N2CCCNC2O)[C@H](O)[C@@H]1O
1ctu_zeb_lig,zeb,OC[C@H]1O[C@@H](N2CC[C@@H](O)NC2O)[C@H](O)[C@@H]1O
1cul_103_lig,103,C[C@H]1O[C@@H](N2CNC3C(N)NCNC32)C[C@@H]1O[PH](O)(O)O
1cul_3po_lig,3po,O=P(O)(O)OP(=O)(O)OP(=O)(O)O
1cw2_hsp_lig,hsp,OC1CCCCC1[S@H](O)CCCC[PH](O)(O)O
1cw3_nad_lig,nad,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCC[C@H](C(N)O)C3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
1cwu_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
1cwu_tdb_lig,tdb,CCCS(=O)(=O)N1N=Cc2sc(C)cc2B1O
1cx2_s58_lig,s58,NS(O)(O)C1CCC(N2N[C@H](C(F)(F)F)CC2[C@H]2CC[C@@H](Br)CC2)CC1
1cx9_nhp_lig,nhp,NC1CCCCC1SCCCC[PH](O)(O)O
1cxv_cbp_lig,cbp,ON[C@H](O)CC1(S(O)(O)C2CCC(OC3CCC(Cl)CC3)CC2)CCOCC1
1cxz_gsp_lig,gsp,NC1NC(O)C2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)S)[C@@H](O)[C@H]3O)C2N1
1czm_aas_lig,aas,NS(O)(O)[C@H]1CC[C@@H](N)CC1
1d0m_blg_lig,blg,CC(O)N[C@H]1[C@H](O[C@H]2C[C@@H](C(O)NCCS(O)(O)O)N[C@@H]2CO)O[C@H](CO)[C@@H](OS(O)(O)O)[C@@H]1O
1d0s_dmd_lig,dmd,CC1CC2NCNC2CC1C
1d0v_nio_lig,nio,O=C(O)c1cccnc1
1d0v_rbz_lig,rbz,CC1CC2NCN([C@H]3O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]3O)C2CC1C
1d1g_mtx_lig,mtx,CN(CC1CNC2NC(N)NC(N)C2N1)C1CCC(C(O)N[C@@H](CCC(O)O)C(O)O)CC1
1d1q_4np_lig,4np,ON(O)C1CCC(O[PH](O)(O)O)CC1
1d1x_4bt_lig,4bt,NC(N)SCCC1CCC(CCSC(N)N)CC1
1d1y_3bt_lig,3bt,NC(N)SCCC1CCCC(CCSC(N)N)C1
1d2a_ade_lig,ade,NC1NCNC2NCNC12
1d3g_bre_lig,bre,CC1C(C(O)O)[C@@H]2CC(F)CCC2N[C@H]1[C@H]1CC[C@@H](C2CCCCC2)CC1
1d3g_ddq_lig,ddq,CCCCCCCCCC[N+](C)(C)[O-]
1d3h_a26_lig,a26,C[C@@H](O)[C@@H](CN)[C@@H](O)NC1CCC(C(F)(F)F)CC1
1d4f_adn_lig,adn,N[C@H]1NCN[C@@H]2[C@H]1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1d4x_atp_lig,atp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
1d5j_mm3_lig,mm3,COC1CCC(S(O)(O)N2CCCSC(C)(C)[C@H]2[C@@H](O)NO)CC1
1d6a_gun_lig,gun,NC1NC(O)C2NCNC2N1
1d6f_b3p_lig,b3p,OCC(CO)(CO)NCCCNC(CO)(CO)CO
1d6h_coa_lig,coa,CC(C)(CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCNC32)[C@H](O)[C@@H]1O[PH](O)(O)O)[C@@H](O)C(O)NCCC(O)NCCS
1d6n_ppo_lig,ppo,OC1NCNC2CNNC12
1d6n_prp_lig,prp,O[C@H]1[C@@H](O[P@TB2H](O)(O)O[P@TB5H](O)(O)O)O[C@H](CO[PH](O)(O)O)[C@H]1O
1d6w_00r_lig,00r,NC1NC[C@@H]([C@H]2CC[C@H](N[C@@H](O)[C@@H]3CCCN4C(O)N(CCS(O)(O)C5CCCCC5)C(O)N34)CC2)N1
1d7i_dss_lig,dss,CSC[S@H](C)O
1d7j_buq_lig,buq,CC(O)CCO
1d7o_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CN[C@H]5C(N)NCNC54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
1d7o_tcl_lig,tcl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1d7r_5pa_lig,5pa,CC1NCC(CO[PH](O)(O)O)C(CNC2(C(O)O)CC2)C1O
1d7s_dcs_lig,dcs,C[C@H]1NC[C@@H](CO[PH](O)(O)O)[C@H](CN[C@@H]2CONC2O)C1O
1d7u_lcs_lig,lcs,CC1NC[C@@H](CO[PH](O)(O)O)[C@H](CNC2CONC2O)C1O
1d7v_nma_lig,nma,C[C@H]1NC[C@@H](CO[PH](O)(O)O)[C@@H](CNC(C)(C)C(O)O)C1O
1d7x_spc_lig,spc,CON[C@H]1C[C@H]([C@H](O)NO)N(S(O)(O)C2CCC(OC)CC2)C1
1d8a_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
1d8a_tcl_lig,tcl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1d8c_sor_lig,sor,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
1d8d_fii_lig,fii,CC(C)CCCC(C)CCCC(C)CCONC(O)C[PH](O)(O)O
1d8e_fii_lig,fii,CC(C)CCCC(C)CCCC(C)CCON[C@@H](O)C[PH](O)(O)O
1d8f_spi_lig,spi,COC1CCC(S(O)(O)N2CCN(C(O)OCC3CCCCC3)C[C@@H]2C(O)NO)CC1
1d8m_bbh_lig,bbh,COC1CCC(S(O)(O)N2CN(CC3CCCCC3)C(O)C[C@@H]2C(O)NO)CC1
1d9i_00p_lig,00p,N[C@H]1CC[C@H](CN[C@H](O)[C@@H]2CCCN3C(O)N(CCS(O)(O)C4CCCCC4)C(O)N23)CC1
